YEAR,SAMPLE,SERIAL,CBSERIAL,NUMPREC,HHWT,HHTYPE,CLUSTER,CPI99,STATEFIP,COUNTYFIP,PUMA,STRATA,GQ,OWNERSHP,OWNERSHPD,RENT,COSTELEC,COSTGAS,HHINCOME,VALUEH,ROOMS,BUILTYR2,UNITSSTR,BEDROOMS,FUELHEAT,VEHICLES,PERNUM,PERWT,NCHILD,RELATE,RELATED,SEX,AGE,MARST,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,CITIZEN,YRIMMIG,EDUC,EDUCD,DEGFIELD,DEGFIELDD,EMPSTAT,EMPSTATD,LABFORCE,OCC1990,CLASSWKR,CLASSWKRD,WKSWORK2,UHRSWORK,INCBUS00,INCEARN,SEI,MOVEDIN,QBPL,QINCWAGE
2017,201701,733440,2017001117773,4,78,1,2017007334401,0.679,29,0,500,50029,1,1,13,0,2520,960,114300,200000,5,12,3,4,3,4,4,143,0,3,301,1,26,6,1,100,0,0,700,70010,1,1993,7,71,0,0,1,10,2,687,2,22,3,18,0,6000,22,0,0,0
2017,201701,1117571,2017000747050,2,15,1,2017011175711,0.679,45,0,800,80045,1,1,12,0,1800,9993,133000,120000,5,5,3,4,4,2,2,18,0,2,201,2,66,1,1,100,0,0,45,4500,0,0,11,116,23,2300,1,10,2,156,2,28,6,40,0,72000,72,0,4,0
2017,201701,312990,2017000785792,3,150,3,2017003129901,0.679,12,101,10102,1010212,1,2,22,870,1440,9993,20300,9999999,5,4,4,4,4,1,3,116,0,3,301,2,12,6,1,100,2,200,12,1200,0,0,2,23,0,0,0,0,0,999,0,0,0,0,999999,0,0,0,0,0
2017,201701,1176332,2017000178891,5,122,1,2017011763321,0.679,48,201,4638,463848,1,2,22,1300,720,48,64400,9999999,5,6,3,4,2,2,5,129,0,3,303,1,7,6,1,100,1,100,48,4800,0,0,1,14,0,0,0,0,0,999,0,0,0,0,999999,0,0,0,0,0
2017,201701,827696,2017000175533,3,113,1,2017008276961,0.679,36,55,904,90436,1,1,13,0,1200,2040,90000,170000,6,6,3,4,2,3,1,112,1,1,101,1,61,1,1,100,0,0,300,30015,2,1962,10,101,37,3700,1,10,2,214,2,22,6,40,0,35000,62,7,0,0
2017,201701,493610,2017001315666,6,68,1,2017004936101,0.679,18,163,3300,330018,1,1,13,0,4800,1200,50000,100000,6,2,3,5,2,2,2,71,4,2,201,2,32,1,1,100,0,0,8,800,0,0,10,101,60,6000,3,30,1,999,0,0,0,0,0,0,0,0,0,0
2017,201701,745510,2017001313637,3,185,1,2017007455101,0.679,30,0,200,20030,1,1,12,0,1080,9993,26500,5000,5,4,1,3,4,2,1,186,1,1,101,2,56,1,3,362,0,0,30,3000,0,0,7,71,0,0,1,10,2,453,2,28,6,40,0,25000,9,4,0,0
2017,201701,55383,2017000090970,3,74,1,2017000553831,0.679,5,0,1400,140005,1,1,13,0,2160,360,132000,155000,6,7,3,4,2,3,2,93,1,2,201,1,36,1,1,100,0,0,5,500,0,0,8,81,0,0,1,10,2,695,2,22,6,40,0,52000,50,0,0,0
2017,201701,872212,2017001001413,3,83,1,2017008722121,0.679,36,59,3208,320836,1,1,13,0,1800,9993,240000,500000,7,3,3,4,5,3,3,96,0,3,301,1,32,6,1,100,0,0,36,3600,0,0,10,101,62,6200,1,10,2,575,2,22,6,40,0,58000,44,0,0,0
2017,201701,303012,2017000617956,4,59,3,2017003030121,0.679,12,0,8603,860312,1,1,13,0,1800,9993,34630,80000,3,3,3,3,1,2,3,114,0,3,301,1,15,6,2,200,0,0,260,26020,3,2003,3,30,0,0,0,0,0,999,0,0,0,0,0,0,0,0,4,0
2017,201701,113283,2017000467190,1,116,4,2017001132831,0.679,6,81,8103,810306,1,1,13,0,2640,9993,66000,425000,3,5,10,2,4,1,1,116,0,1,101,1,60,4,1,100,0,0,6,600,0,0,7,71,0,0,1,10,2,21,2,23,6,40,0,66000,68,1,4,4
2017,201701,387581,2017001092932,3,108,1,2017003875811,0.679,13,0,1700,170013,1,1,12,0,2280,960,95700,220000,8,7,3,5,2,2,2,77,0,2,201,2,60,1,7,700,2,200,110,11000,0,1957,8,81,0,0,3,30,1,999,0,0,0,0,0,0,0,0,0,0
2017,201701,1319278,2017001340151,4,72,3,2017013192781,0.679,51,760,51235,5123551,1,2,22,50,1800,9993,10860,9999999,5,4,4,3,2,9,4,91,0,3,301,2,2,6,2,200,0,0,51,5100,0,0,0,1,0,0,0,0,0,999,0,0,0,0,999999,0,0,0,0,0
2017,201701,325013,2017000985919,2,486,1,2017003250131,0.679,12,111,11102,1110212,1,2,22,1400,1560,9993,75900,9999999,5,12,3,3,4,2,1,486,0,1,101,1,79,1,1,100,0,0,34,3400,0,0,10,101,24,2408,3,30,1,999,0,0,0,0,0,0,0,3,0,0
2017,201701,1145895,2017000628581,2,198,1,2017011458951,0.679,47,157,3206,320647,1,1,13,0,2400,9992,57900,315000,8,15,3,5,2,2,1,198,0,1,101,1,65,1,1,100,0,0,5,500,0,0,6,63,0,0,1,10,2,186,2,23,6,6,0,5200,52,3,0,0
2017,201701,871399,2017000986782,4,41,1,2017008713991,0.679,36,0,3106,310636,1,2,21,0,9993,9993,10690,9999999,16,1,3,7,1,9,1,41,1,1,101,1,55,1,1,100,4,498,260,26010,2,1987,2,25,0,0,3,30,1,999,0,0,0,0,0,0,0,3,4,4
2017,201701,1194343,2017000431740,6,80,2,2017011943431,0.679,48,187,5700,570048,1,1,13,0,3000,9993,66020,100000,8,7,3,5,4,5,5,93,0,5,501,1,51,2,8,826,1,100,48,4800,0,0,6,63,0,0,1,10,2,444,2,22,6,40,0,14000,11,0,4,4
2017,201701,1065731,2017000611234,5,71,1,2017010657311,0.679,42,0,802,80242,1,1,13,0,2280,1440,538200,120000,8,5,3,4,2,2,4,82,0,3,301,1,21,6,1,100,0,0,42,4200,0,0,8,81,0,0,1,10,2,187,2,23,1,50,0,481000,60,0,0,0
2017,201701,717753,2017000250758,2,105,1,2017007177531,0.679,29,0,2800,280029,1,1,12,0,1080,9993,165000,50000,4,1,3,3,3,5,2,87,0,2,201,1,60,1,1,100,0,0,29,2900,0,0,7,71,0,0,1,10,2,22,2,23,6,40,0,85000,68,0,0,0
2017,201701,675386,2017001529217,1,40,0,2017006753861,0.679,26,163,3211,321126,3,0,0,0,0,0,9999999,9999999,0,0,0,0,0,0,1,40,0,13,1301,2,86,5,1,100,0,0,26,2600,0,0,6,65,0,0,3,30,1,999,0,0,0,0,0,0,0,0,0,0
2017,201701,531767,2017000392541,2,113,3,2017005317671,0.679,21,0,1200,120021,1,1,12,0,2400,9993,36700,68000,5,6,3,4,4,1,1,113,1,1,101,2,79,5,1,100,0,0,47,4700,0,0,6,64,0,0,3,30,1,999,0,0,0,0,0,0,0,7,0,0
2017,201701,1385567,2017001181207,2,26,1,2017013855671,0.679,55,73,1600,160055,1,1,12,0,6360,9993,90000,130000,6,5,3,4,5,1,2,31,0,2,201,1,50,1,1,100,0,0,55,5500,0,0,6,63,0,0,1,10,2,507,2,22,6,40,0,70000,19,0,0,0
2017,201701,1310082,2017000954207,3,90,2,2017013100821,0.679,51,0,51246,5124651,1,2,22,1100,600,9997,36400,9999999,3,4,10,3,4,2,1,89,0,1,101,1,58,4,1,100,0,0,522,52200,2,1978,7,71,0,0,1,10,2,809,2,22,6,50,0,10000,10,3,0,0
2017,201701,311060,2017000753664,3,57,3,2017003110601,0.679,12,57,5708,570812,1,1,12,0,3000,9993,122000,200000,9,12,3,5,4,2,2,94,1,3,301,2,39,6,1,100,0,0,10,1000,0,0,11,114,61,6104,1,10,2,106,2,22,6,40,0,120000,46,0,0,0
2017,201701,1246263,2017001157058,2,16,1,2017012462631,0.679,48,0,1800,180048,1,1,13,0,1440,9993,45100,55000,6,13,1,4,4,1,2,14,0,2,201,2,78,1,1,100,0,0,48,4800,0,0,10,101,23,2313,3,30,1,999,0,0,0,0,0,0,0,0,0,0
2017,201701,1198150,2017000485076,1,102,4,2017011981501,0.679,48,453,5307,530748,1,2,22,2900,960,120,551000,9999999,3,20,10,3,2,1,1,102,0,1,101,1,30,6,1,100,0,0,414,41400,3,2015,10,101,21,2102,1,10,2,229,2,22,6,60,80000,543000,65,2,0,0
2017,201701,1022285,2017001345001,3,67,2,2017010222851,0.679,40,0,1203,120340,1,2,22,500,2400,2280,31800,9999999,4,2,3,3,2,1,1,67,0,1,101,1,24,6,1,100,1,100,48,4800,0,0,6,63,0,0,1,10,2,783,2,22,6,60,0,31800,24,3,0,4
2017,201701,722942,2017000527515,6,48,1,2017007229421,0.679,29,0,2500,250029,1,1,12,0,2160,9993,84200,130000,7,4,3,6,7,3,6,69,0,9,901,2,5,6,1,100,0,0,29,2900,0,0,0,2,0,0,0,0,0,999,0,0,0,0,999999,0,0,0,0,0
2017,201701,855900,2017000697988,4,54,1,2017008559001,0.679,36,91,1802,180236,1,1,13,0,2280,9993,155280,199000,5,7,3,4,5,2,1,54,2,1,101,2,48,1,1,100,0,0,50,5000,0,0,8,81,0,0,1,12,2,205,1,14,6,35,0,93000,44,5,0,4
2017,201701,177061,2017001130498,5,131,1,2017001770611,0.679,6,65,6510,651006,1,2,22,1200,720,9993,184600,9999999,5,7,10,5,4,1,5,181,0,3,301,2,26,6,4,400,0,0,6,600,0,0,8,81,0,0,1,10,2,276,2,22,2,30,0,5700,44,0,0,0
2017,201701,1105776,2017001312304,3,174,1,2017011057761,0.679,44,9,400,40044,1,1,12,0,1440,9993,76200,250000,5,5,3,3,5,3,3,288,0,3,303,2,23,6,2,200,0,0,260,26060,3,2011,7,71,0,0,3,30,1,435,2,22,0,0,0,0,16,0,0,0
2017,201701,796790,2017000989432,6,68,1,2017007967901,0.679,34,0,2500,250034,1,2,22,950,4200,2400,42100,9999999,6,5,4,4,2,9,1,68,4,1,101,1,38,1,1,100,1,100,200,20000,3,1999,1,16,0,0,1,10,2,496,2,22,6,44,0,22000,8,3,0,0
2017,201701,426887,2017000388949,7,7,3,2017004268871,0.679,17,0,2200,220017,1,2,22,400,3000,240,9300,9999999,9,1,3,4,2,2,7,14,0,12,1242,2,6,6,1,100,1,100,17,1700,0,0,1,12,0,0,0,0,0,999,0,0,0,0,999999,0,0,0,4,0
2017,201701,195391,2017001320405,3,73,3,2017001953911,0.679,6,37,3766,376606,1,2,22,1500,600,600,51000,9999999,6,4,7,5,2,2,2,127,0,3,301,1,38,6,1,100,4,412,210,21040,3,1983,7,71,0,0,1,10,2,785,2,22,6,40,0,20000,18,0,0,0
2017,201701,127463,2017000615088,2,62,5,2017001274631,0.679,6,75,7501,750106,1,2,22,850,720,240,22000,9999999,3,1,7,2,2,9,2,93,0,12,1260,1,55,6,6,600,0,0,515,51500,2,1973,6,63,0,0,3,30,1,999,0,0,0,0,0,0,0,0,0,0
2017,201701,851858,2017000623360,4,14,1,2017008518581,0.679,36,103,3304,330436,1,1,13,0,1560,9993,166200,395000,7,2,3,4,5,2,1,13,2,1,101,2,31,1,1,100,0,0,6,600,0,0,10,101,33,3301,1,10,2,254,2,22,6,50,0,93000,62,1,0,0
2017,201701,935768,2017001083308,2,101,1,2017009357681,0.679,37,0,900,90037,1,1,12,0,1440,9993,17600,175000,6,5,3,4,4,4,1,101,0,1,101,2,75,1,1,100,0,0,37,3700,0,0,6,63,0,0,3,30,1,999,0,0,0,0,0,0,0,7,0,0
2017,201701,269827,2017000067149,4,87,1,2017002698271,0.679,12,57,5708,570812,1,1,12,0,1440,9993,20800,30000,3,6,1,3,4,2,3,84,0,3,301,2,14,6,1,100,1,100,12,1200,0,0,2,25,0,0,0,0,0,999,0,0,0,0,999999,0,0,0,0,0
2017,201701,1020593,2017001175230,6,58,1,2017010205931,0.679,40,0,400,40040,1,1,13,0,4200,600,49660,100000,8,1,3,4,3,4,4,35,0,9,901,1,13,6,1,100,0,0,41,4100,0,0,2,23,0,0,0,0,0,999,0,0,0,0,999999,0,0,0,0,0
2017,201701,285330,2017000325327,3,72,1,2017002853301,0.679,12,57,5704,570412,1,1,13,0,1680,9993,180000,345000,8,18,3,5,4,2,2,98,1,2,201,2,35,1,6,610,0,0,521,52100,3,2003,11,114,24,2406,1,10,2,185,2,22,6,36,0,70000,73,0,0,0
2017,201701,1337317,2017000611330,2,64,1,2017013373171,0.679,53,53,11507,1150753,1,1,13,0,1920,9993,129600,499000,5,7,3,4,4,2,2,62,0,2,201,1,31,1,1,100,0,0,6,600,0,0,7,71,0,0,1,10,2,516,2,22,6,50,0,77000,27,0,0,0
2017,201701,8298,2017000583011,7,139,9,2017000082981,0.679,1,0,700,70001,1,1,13,0,1560,360,148400,350000,9,9,3,5,4,6,3,131,0,3,303,2,17,6,1,100,0,0,48,4800,0,0,5,50,0,0,3,30,1,999,0,0,0,0,0,0,0,0,4,0
2017,201701,900729,2017001495034,1,92,0,2017009007291,0.679,36,61,3809,380936,4,0,0,0,0,0,9999999,9999999,0,0,0,0,0,0,1,92,0,12,1270,1,20,6,1,100,0,0,24,2400,0,0,7,71,0,0,3,30,1,999,0,0,0,0,0,0,0,0,4,0
2017,201701,331212,2017001089677,5,54,9,2017003312121,0.679,12,105,10503,1050312,1,2,22,1200,3000,9993,62470,9999999,6,7,3,5,4,3,4,86,0,6,601,2,62,4,1,100,0,0,12,1200,0,0,6,63,0,0,3,30,1,174,2,27,1,60,0,600,64,0,0,4
2017,201701,285844,2017000333857,5,152,2,2017002858441,0.679,12,31,3102,310212,1,1,12,0,4200,9993,57000,25000,5,5,3,4,4,1,3,164,0,3,301,2,11,6,2,200,0,0,12,1200,0,0,2,22,0,0,0,0,0,999,0,0,0,0,999999,0,0,0,0,0
2017,201701,537687,2017000844219,3,118,1,2017005376871,0.679,21,117,2400,240021,1,1,13,0,1920,1680,416000,260000,8,9,3,5,2,4,3,120,0,3,301,2,22,6,1,100,0,0,39,3900,0,0,7,71,0,0,1,10,2,337,2,22,2,40,0,8000,51,0,0,0
2017,201701,399871,2017001522970,1,47,0,2017003998711,0.679,13,0,1006,100613,3,0,0,0,0,0,9999999,9999999,0,0,0,0,0,0,1,47,0,13,1301,2,79,5,2,200,0,0,13,1300,0,0,4,40,0,0,3,30,1,999,0,0,0,0,0,0,0,0,0,0
2017,201701,547357,2017000016662,1,87,4,2017005473571,0.679,22,0,2500,250022,1,2,22,570,480,240,15600,9999999,4,3,5,3,4,1,1,87,0,1,101,1,61,4,1,100,0,0,22,2200,0,0,7,71,0,0,1,10,2,486,1,13,6,48,15600,15600,11,1,0,0
2017,201701,1325279,2017000032411,1,82,4,2017013252791,0.679,53,63,10502,1050253,1,1,12,0,1680,9993,23000,120000,4,2,3,3,4,2,1,83,0,1,101,1,44,6,1,100,0,0,19,1900,0,0,8,81,0,0,1,10,2,804,2,22,6,33,0,23000,15,5,0,0
2017,201701,496510,2017001457558,1,58,0,2017004965101,0.679,18,0,1400,140018,4,0,0,0,0,0,9999999,9999999,0,0,0,0,0,0,1,58,0,12,1270,1,21,6,1,100,0,0,56,5600,0,0,7,71,0,0,1,12,2,26,2,22,2,40,0,8800,86,0,0,0
2017,201701,1082836,2017001079463,2,68,1,2017010828361,0.679,42,0,2902,290242,1,1,12,0,960,1560,52200,80000,6,1,3,4,2,1,2,67,0,2,201,2,81,1,4,400,0,0,500,50000,2,1984,10,101,24,2400,3,30,1,313,1,14,4,10,0,1500,61,0,0,0
2017,201701,293477,2017000460588,4,68,1,2017002934771,0.679,12,95,9502,950212,1,2,22,1600,3480,9993,72600,9999999,8,6,3,5,1,2,2,70,1,2,201,2,41,1,2,200,0,0,12,1200,0,0,8,81,0,0,2,20,2,155,2,22,0,0,0,0,72,0,4,4
