Week,DollarsPerGallon
4/18/1994,1.033
4/11/1994,1.028
4/4/1994,1.011
3/28/1994,1.012
3/21/1994,1.007
3/14/1994,1.005
3/7/1994,1.007
2/28/1994,1.004
2/21/1994,1.009
2/14/1994,1.016
2/7/1994,1.007
1/31/1994,1.005
1/24/1994,0.999
1/17/1994,1.001
1/10/1994,0.995
1/3/1994,0.992
12/27/1993,0.999
12/20/1993,1.003
12/13/1993,1.018
12/6/1993,1.036
11/29/1993,1.051
11/22/1993,1.058
11/15/1993,1.064
11/8/1993,1.075
11/1/1993,1.084
10/25/1993,1.092
10/18/1993,1.093
10/11/1993,1.09
10/4/1993,1.092
9/27/1993,1.047
9/20/1993,1.045
9/13/1993,1.051
9/6/1993,1.055
8/30/1993,1.062
8/23/1993,1.065
8/16/1993,1.059
8/9/1993,1.06
8/2/1993,1.062
7/26/1993,1.069
7/19/1993,1.075
7/12/1993,1.081
7/5/1993,1.086
6/28/1993,1.089
6/21/1993,1.095
6/14/1993,1.101
6/7/1993,1.104
5/31/1993,1.107
5/24/1993,1.106
5/17/1993,1.106
5/10/1993,1.097
5/3/1993,1.086
4/26/1993,1.086
4/19/1993,1.079
4/12/1993,1.079
4/5/1993,1.068
3/29/1993,1.057
3/22/1993,1.056
3/15/1993,1.058
3/8/1993,1.048
3/1/1993,1.042
2/22/1993,1.047
2/15/1993,1.053
2/8/1993,1.062
2/1/1993,1.055
1/25/1993,1.055
1/18/1993,1.061
1/11/1993,1.066
1/4/1993,1.065
12/28/1992,1.069
12/21/1992,1.074
12/14/1992,1.078
12/7/1992,1.089
11/30/1992,1.098
11/23/1992,1.106
11/16/1992,1.112
11/9/1992,1.12
11/2/1992,1.12
10/26/1992,1.113
10/19/1992,1.113
10/12/1992,1.115
10/5/1992,1.115
9/28/1992,1.118
9/21/1992,1.123
9/14/1992,1.124
9/7/1992,1.121
8/31/1992,1.121
8/24/1992,1.123
8/17/1992,1.116
8/10/1992,1.123
8/3/1992,1.126
7/27/1992,1.128
7/20/1992,1.132
7/13/1992,1.139
7/6/1992,1.147
6/29/1992,1.149
6/22/1992,1.153
6/15/1992,1.151
6/8/1992,1.143
6/1/1992,1.128
5/25/1992,1.12
5/18/1992,1.118
5/11/1992,1.102
5/4/1992,1.089
4/27/1992,1.072
4/20/1992,1.058
4/13/1992,1.051
4/6/1992,1.026
3/30/1992,1.013
3/23/1992,1.015
3/16/1992,1.01
3/9/1992,1.013
3/2/1992,1.012
2/24/1992,1.014
2/17/1992,1.011
2/10/1992,1.004
2/3/1992,0.995
1/27/1992,1.006
1/20/1992,1.014
1/13/1992,1.026
1/6/1992,1.042
12/30/1991,1.053
12/23/1991,1.063
12/16/1991,1.075
12/9/1991,1.091
12/2/1991,1.099
11/25/1991,1.099
11/18/1991,1.104
11/11/1991,1.102
11/4/1991,1.091
10/28/1991,1.091
10/21/1991,1.088
10/14/1991,1.084
10/7/1991,1.089
9/30/1991,1.092
9/23/1991,1.097
9/16/1991,1.11
9/9/1991,1.12
9/2/1991,1.127
8/26/1991,1.124
8/19/1991,1.124
8/12/1991,1.112
8/5/1991,1.099
7/29/1991,1.091
7/22/1991,1.091
7/15/1991,1.094
7/8/1991,1.098
7/1/1991,1.104
6/24/1991,1.114
6/17/1991,1.126
6/10/1991,1.135
6/3/1991,1.138
5/27/1991,1.14
5/20/1991,1.129
5/13/1991,1.121
5/6/1991,1.113
4/29/1991,1.104
4/22/1991,1.09
4/15/1991,1.069
4/8/1991,1.066
4/1/1991,1.052
3/25/1991,1.047
3/18/1991,1.043
3/11/1991,1.045
3/4/1991,1.025
2/25/1991,1.054
2/18/1991,1.078
2/11/1991,1.106
2/4/1991,1.139
1/28/1991,1.168
1/21/1991,1.192
1/14/1991,
1/7/1991,
12/31/1990,
12/24/1990,
12/17/1990,
12/10/1990,
12/3/1990,1.341
11/26/1990,1.311
11/19/1990,1.323
11/12/1990,1.328
11/5/1990,1.334
10/29/1990,1.339
10/22/1990,1.345
10/15/1990,1.339
10/8/1990,1.333
10/1/1990,1.321
9/24/1990,1.272
9/17/1990,1.266
9/10/1990,1.252
9/3/1990,1.242
8/27/1990,1.245
8/20/1990,1.191
