Date,Year,Month,Day,Open,High,Low,Close
6/10/11,2011,6,Friday,12124.17,12124.85,11937.42,11951.91
6/9/11,2011,6,Thursday,12049.47,12183.12,12049.09,12124.36
6/8/11,2011,6,Wednesday,12066.27,12098.36,12024.26,12048.94
6/7/11,2011,6,Tuesday,12090.18,12178.89,12066.61,12070.81
6/6/11,2011,6,Monday,12151.19,12151.49,12070.66,12089.96
6/3/11,2011,6,Friday,12247.8,12247.87,12104.03,12151.26
6/2/11,2011,6,Thursday,12289.61,12306.71,12190.54,12248.55
6/1/11,2011,6,Wednesday,12569.41,12569.49,12282.42,12290.14
5/31/11,2011,5,Tuesday,12443.4,12574.29,12443.4,12569.79
5/27/11,2011,5,Friday,12398.06,12483.81,12397.69,12441.58
5/26/11,2011,5,Thursday,12391.63,12441.58,12317.92,12402.76
5/25/11,2011,5,Wednesday,12355.45,12440.03,12309.52,12394.66
5/24/11,2011,5,Tuesday,12381.57,12422.55,12350.04,12356.21
5/23/11,2011,5,Monday,12511.36,12511.36,12331.77,12381.26
5/20/11,2011,5,Friday,12604.72,12604.83,12485.86,12512.04
5/19/11,2011,5,Thursday,12561.46,12633.59,12533.46,12605.32
5/18/11,2011,5,Wednesday,12471.78,12571.15,12443.1,12560.18
5/17/11,2011,5,Tuesday,12541.33,12541.33,12378.84,12479.58
5/16/11,2011,5,Monday,12594.77,12642.9,12530.81,12548.37
5/13/11,2011,5,Friday,12695.65,12714.5,12543.19,12595.75
5/12/11,2011,5,Thursday,12629.96,12718.58,12537.17,12695.92
5/11/11,2011,5,Wednesday,12745.87,12748.21,12577.21,12630.03
5/10/11,2011,5,Tuesday,12685.13,12781.06,12681.65,12760.36
5/9/11,2011,5,Monday,12637.83,12722.07,12620.2,12684.68
5/6/11,2011,5,Friday,12580.76,12759.23,12579.93,12638.74
5/5/11,2011,5,Thursday,12723.65,12724.56,12521.28,12584.17
5/4/11,2011,5,Wednesday,12806.29,12806.68,12673.02,12723.58
5/3/11,2011,5,Tuesday,12806.38,12840.66,12749.99,12807.51
5/2/11,2011,5,Monday,12810.16,12876,12784.62,12807.36
4/29/11,2011,4,Friday,12763.46,12832.83,12751.13,12810.54
4/28/11,2011,4,Thursday,12689.9,12776.14,12674.54,12763.31
4/27/11,2011,4,Wednesday,12592.23,12708.37,12588.33,12690.96
4/26/11,2011,4,Tuesday,12480.86,12613.16,12478.14,12595.37
4/25/11,2011,4,Monday,12505.99,12506.22,12446.05,12479.88
4/21/11,2011,4,Thursday,12453.62,12506.06,12447.56,12505.99
4/20/11,2011,4,Wednesday,12266.75,12475.53,12263.58,12453.54
4/19/11,2011,4,Tuesday,12201.44,12275.34,12200.3,12266.75
4/18/11,2011,4,Monday,12339.71,12339.79,12093.89,12201.59
4/15/11,2011,4,Friday,12285.45,12369.27,12272.58,12341.83
4/14/11,2011,4,Thursday,12270.24,12305.58,12163.86,12285.15
4/13/11,2011,4,Wednesday,12263.65,12335.1,12224.45,12270.99
4/12/11,2011,4,Tuesday,12381.19,12381.19,12233,12263.58
4/11/11,2011,4,Monday,12380.43,12444,12352.88,12381.11
4/8/11,2011,4,Friday,12409.87,12450.36,12320.72,12380.05
4/7/11,2011,4,Thursday,12426.45,12440.56,12328.36,12409.49
4/6/11,2011,4,Wednesday,12386.66,12450.93,12386.66,12426.75
4/5/11,2011,4,Tuesday,12402.08,12438.14,12353.34,12393.9
4/4/11,2011,4,Monday,12374.6,12407.41,12369.15,12400.03
4/1/11,2011,4,Friday,12321.02,12419.71,12321.02,12376.72
3/31/11,2011,3,Thursday,12350.76,12381.68,12319.01,12319.73
3/30/11,2011,3,Wednesday,12280.07,12383.46,12280.07,12350.61
3/29/11,2011,3,Tuesday,12194.48,12285.41,12173.51,12279.01
3/28/11,2011,3,Monday,12221.19,12272.92,12197.88,12197.88
3/25/11,2011,3,Friday,12170.71,12259.79,12170.71,12220.59
3/24/11,2011,3,Thursday,12087.54,12191.18,12087.54,12170.56
3/23/11,2011,3,Wednesday,12018.4,12116.14,11972.61,12086.02
3/22/11,2011,3,Tuesday,12036.37,12050.98,12002.85,12018.63
3/21/11,2011,3,Monday,11860.11,12078.3,11860.11,12036.53
3/18/11,2011,3,Friday,11777.23,11927.09,11777.23,11858.52
3/17/11,2011,3,Thursday,11614.89,11800.54,11614.82,11774.59
3/16/11,2011,3,Wednesday,11854.2,11856.7,11613.3,11613.3
3/15/11,2011,3,Tuesday,11988.69,11988.69,11696.25,11855.42
3/14/11,2011,3,Monday,12042.13,12042.13,11897.31,11993.16
3/11/11,2011,3,Friday,11976.96,12087.01,11936.32,12044.4
3/10/11,2011,3,Thursday,12211.43,12211.43,11974.39,11984.61
3/9/11,2011,3,Wednesday,12211.16,12257.82,12156.6,12213.09
3/8/11,2011,3,Tuesday,12085.87,12251.2,12072.21,12214.38
3/7/11,2011,3,Monday,12171.09,12243.44,12041.6,12090.03
3/4/11,2011,3,Friday,12258.88,12271.37,12079.51,12169.88
3/3/11,2011,3,Thursday,12068.01,12283.1,12068.01,12258.2
3/2/11,2011,3,Wednesday,12057.34,12115.12,12018.63,12066.8
3/1/11,2011,3,Tuesday,12226.49,12261.38,12054.99,12058.02
2/28/11,2011,2,Monday,12130.45,12235.04,12130.15,12226.34
2/25/11,2011,2,Friday,12060.93,12151.03,12060.93,12130.45
2/24/11,2011,2,Thursday,12104.56,12129.62,11983.17,12068.5
2/23/11,2011,2,Wednesday,12211.81,12221.12,12063.43,12105.78
2/22/11,2011,2,Tuesday,12389.74,12389.82,12176.31,12212.79
2/18/11,2011,2,Friday,12318.67,12391.29,12303.23,12391.25
2/17/11,2011,2,Thursday,12287.72,12331.31,12253.24,12318.14
2/16/11,2011,2,Wednesday,12219.79,12303.16,12219.79,12288.17
2/15/11,2011,2,Tuesday,12266.75,12267.66,12193.27,12226.64
2/14/11,2011,2,Monday,12266.83,12276.21,12235.91,12268.19
2/11/11,2011,2,Friday,12227.78,12285.94,12180.48,12273.26
2/10/11,2011,2,Thursday,12239.66,12239.66,12156.94,12229.29
2/9/11,2011,2,Wednesday,12229.29,12254.23,12188.19,12239.89
2/8/11,2011,2,Tuesday,12152.7,12238.79,12150.05,12233.15
2/7/11,2011,2,Monday,12092.38,12188.76,12092.3,12161.63
2/4/11,2011,2,Friday,12061.73,12092.42,12025.78,12092.15
2/3/11,2011,2,Thursday,12040.68,12080.54,11981.05,12062.26
2/2/11,2011,2,Wednesday,12038.27,12057.91,12018.51,12041.97
2/1/11,2011,2,Tuesday,11892.5,12050.75,11892.5,12040.16
1/31/11,2011,1,Monday,11824.39,11891.93,11817.88,11891.93
1/28/11,2011,1,Friday,11990.36,12012.42,11803.04,11823.7
1/27/11,2011,1,Thursday,11985.36,12019.53,11971.93,11989.83
1/26/11,2011,1,Wednesday,11978.85,12020.52,11961.83,11985.44
1/25/11,2011,1,Tuesday,11980.52,11985.97,11898.74,11977.19
1/24/11,2011,1,Monday,11873.43,11982.94,11867.98,11980.52
1/21/11,2011,1,Friday,11822.95,11905.48,11822.8,11871.84
1/20/11,2011,1,Thursday,11823.7,11845.16,11744.77,11822.8
1/19/11,2011,1,Wednesday,11834.21,11861.24,11798.46,11825.29
1/18/11,2011,1,Tuesday,11783.82,11858.78,11777.99,11837.93
1/14/11,2011,1,Friday,11732.13,11794.15,11698.83,11787.38
1/13/11,2011,1,Thursday,11753.7,11757.25,11700.53,11731.9
1/12/11,2011,1,Wednesday,11673.62,11782.23,11673.62,11755.44
1/11/11,2011,1,Tuesday,11638.51,11704.12,11635.48,11671.88
1/10/11,2011,1,Monday,11672.34,11677.33,11573.87,11637.45
1/7/11,2011,1,Friday,11696.86,11726.94,11599.68,11674.76
1/6/11,2011,1,Thursday,11716.93,11736.74,11667.46,11697.31
1/5/11,2011,1,Wednesday,11688.61,11742.68,11652.89,11722.89
1/4/11,2011,1,Tuesday,11670.9,11698.22,11635.74,11691.18
1/3/11,2011,1,Monday,11577.43,11711.47,11577.35,11670.75
12/31/10,2010,12,Friday,11569.33,11597.41,11530.32,11577.51
12/30/10,2010,12,Thursday,11585.3,11594.38,11551.93,11569.71
12/29/10,2010,12,Wednesday,11572.74,11625,11572.66,11585.38
12/28/10,2010,12,Tuesday,11554.8,11591.13,11541.14,11575.54
12/27/10,2010,12,Monday,11572.81,11573.19,11518.44,11555.03
12/23/10,2010,12,Thursday,11559.11,11580.84,11542.62,11573.49
12/22/10,2010,12,Wednesday,11532.17,11566.99,11528.08,11559.49
12/21/10,2010,12,Tuesday,11478.36,11549.12,11478.29,11533.16
12/20/10,2010,12,Monday,11491.3,11517.07,11442.68,11478.13
12/17/10,2010,12,Friday,11499.02,11503.18,11451,11491.91
12/16/10,2010,12,Thursday,11458,11514.84,11421.3,11499.25
12/15/10,2010,12,Wednesday,11475.64,11519.04,11445.67,11457.47
12/14/10,2010,12,Tuesday,11429.24,11514.08,11428.94,11476.54
12/13/10,2010,12,Monday,11406.16,11480.03,11405.33,11428.56
12/10/10,2010,12,Friday,11370.44,11413.69,11357.72,11410.32
12/9/10,2010,12,Thursday,11370.36,11413.35,11331.5,11370.06
12/8/10,2010,12,Wednesday,11354.3,11389.09,11327.49,11372.48
12/7/10,2010,12,Tuesday,11363.85,11450.89,11354.09,11359.16
12/6/10,2010,12,Monday,11381.33,11392.08,11350.27,11362.19
12/3/10,2010,12,Friday,11361.88,11388.87,11318.82,11382.09
12/2/10,2010,12,Thursday,11255.93,11373.8,11255.85,11362.41
12/1/10,2010,12,Wednesday,11007.23,11276.1,11007.23,11255.78
11/30/10,2010,11,Tuesday,11049.72,11062.63,10942.98,11006.02
11/29/10,2010,11,Monday,11083.75,11083.82,10929.28,11052.49
11/26/10,2010,11,Friday,11183.5,11183.5,11067.17,11092
11/24/10,2010,11,Wednesday,11037.35,11195.99,11037.35,11187.28
11/23/10,2010,11,Tuesday,11177.6,11180.17,10992.17,11036.37
11/22/10,2010,11,Monday,11201.66,11206.05,11054.53,11178.58
11/19/10,2010,11,Friday,11180.77,11206.17,11119.24,11203.55
11/18/10,2010,11,Thursday,11010.49,11199.69,11010.34,11181.23
11/17/10,2010,11,Wednesday,11017.83,11042.16,10990.81,11007.88
11/16/10,2010,11,Tuesday,11194.7,11194.7,10978.93,11023.5
11/15/10,2010,11,Monday,11194.02,11280.9,11189.1,11201.97
11/12/10,2010,11,Friday,11281.28,11283.7,11143.84,11192.58
11/11/10,2010,11,Thursday,11326.69,11326.77,11231.22,11283.1
11/10/10,2010,11,Wednesday,11342.81,11366.16,11255.02,11357.04
11/9/10,2010,11,Tuesday,11403.59,11421.14,11303.19,11346.75
11/8/10,2010,11,Monday,11439.54,11439.61,11362.53,11406.84
11/5/10,2010,11,Friday,11435.22,11451.53,11393.52,11444.08
11/4/10,2010,11,Thursday,11216.65,11440.37,11216.65,11434.84
11/3/10,2010,11,Wednesday,11184.88,11226.64,11097.37,11215.13
11/2/10,2010,11,Tuesday,11125.22,11219.52,11125.22,11188.72
11/1/10,2010,11,Monday,11120.3,11244.27,11062.33,11124.62
10/29/10,2010,10,Friday,11120.45,11131.01,11075.8,11118.49
10/28/10,2010,10,Thursday,11127.34,11179.34,11052.6,11113.95
10/27/10,2010,10,Wednesday,11168.4,11168.4,11020.82,11126.28
10/26/10,2010,10,Tuesday,11163.14,11184.82,11087,11169.46
10/25/10,2010,10,Monday,11133.4,11247.6,11132.34,11164.05
10/22/10,2010,10,Friday,11146.41,11159.05,11109.25,11132.56
10/21/10,2010,10,Thursday,11105.24,11213.54,11066.19,11146.57
10/20/10,2010,10,Wednesday,10974.52,11152.88,10970.89,11107.97
10/19/10,2010,10,Tuesday,11139.6,11139.6,10917.62,10978.62
10/18/10,2010,10,Monday,11062.63,11159.05,11054.76,11143.69
10/15/10,2010,10,Friday,11096.01,11141.19,11010.68,11062.78
10/14/10,2010,10,Thursday,11096.99,11112.2,11023.54,11094.57
10/13/10,2010,10,Wednesday,11022.82,11155.23,11022.07,11096.08
10/12/10,2010,10,Tuesday,11010.79,11053.21,10913.84,11020.4
10/11/10,2010,10,Monday,11006.93,11030.5,10977.9,11010.34
10/8/10,2010,10,Friday,10948.5,11032.17,10929.28,11006.48
10/7/10,2010,10,Thursday,10968.41,10998.53,10892.76,10948.58
10/6/10,2010,10,Wednesday,10936.79,10974.16,10918.57,10967.65
10/5/10,2010,10,Tuesday,10752.78,10965.61,10752.63,10944.72
10/4/10,2010,10,Monday,10828.85,10853.71,10711.12,10751.27
10/1/10,2010,10,Friday,10789.72,10866.54,10780.64,10829.68
9/30/10,2010,9,Thursday,10836.04,10948.88,10745.44,10788.05
9/29/10,2010,9,Wednesday,10857.98,10869.26,10798.88,10835.28
9/28/10,2010,9,Tuesday,10809.17,10886.21,10728.64,10858.14
9/27/10,2010,9,Monday,10860.03,10873.2,10809.62,10812.04
9/24/10,2010,9,Friday,10664.39,10865.78,10664.31,10860.26
9/23/10,2010,9,Thursday,10738.48,10761.94,10640.92,10662.42
9/22/10,2010,9,Wednesday,10761.11,10805.38,10708.4,10739.31
9/21/10,2010,9,Tuesday,10753.39,10833.39,10717.74,10761.03
9/20/10,2010,9,Monday,10608.08,10774.13,10608.08,10753.62
9/17/10,2010,9,Friday,10595.51,10650.16,10567.36,10607.85
9/16/10,2010,9,Thursday,10571.75,10603.69,10522.48,10594.83
9/15/10,2010,9,Wednesday,10526.42,10587.8,10480.78,10572.73
9/14/10,2010,9,Tuesday,10544.73,10588.32,10499.7,10526.49
9/13/10,2010,9,Monday,10458.6,10567.59,10458.6,10544.13
9/10/10,2010,9,Friday,10415.01,10471.28,10403.17,10462.77
9/9/10,2010,9,Thursday,10388.14,10476.62,10386.63,10415.24
9/8/10,2010,9,Wednesday,10338.49,10426.7,10335.69,10387.01
9/7/10,2010,9,Tuesday,10446.8,10446.8,10332.4,10340.69
9/3/10,2010,9,Friday,10321.92,10451.15,10321.84,10447.93
9/2/10,2010,9,Thursday,10270.08,10320.37,10253.96,10320.1
9/1/10,2010,9,Wednesday,10016.01,10279.08,10016.01,10269.47
8/31/10,2010,8,Tuesday,10006.42,10073.38,9941.84,10014.72
8/30/10,2010,8,Monday,10145.58,10150.57,10007.68,10009.73
8/27/10,2010,8,Friday,9982.18,10159.88,9936.62,10150.65
8/26/10,2010,8,Thursday,10059.9,10104.71,9968.1,9985.81
8/25/10,2010,8,Wednesday,10040.15,10097.4,9937.98,10060.06
8/24/10,2010,8,Tuesday,10173.05,10173.05,9991.18,10040.45
8/23/10,2010,8,Monday,10215.51,10304.7,10170.29,10174.41
8/20/10,2010,8,Friday,10270.98,10270.98,10147.24,10213.62
8/19/10,2010,8,Thursday,10369.98,10412.29,10202.34,10271.21
8/18/10,2010,8,Wednesday,10398.59,10472.3,10330.02,10415.54
8/17/10,2010,8,Tuesday,10297.63,10480.44,10297.47,10405.85
8/16/10,2010,8,Monday,10303.07,10333.12,10209.53,10302.01
8/13/10,2010,8,Friday,10320.33,10354.92,10285.44,10303.15
8/12/10,2010,8,Thursday,10361.58,10361.65,10268.71,10319.95
8/11/10,2010,8,Wednesday,10631.82,10631.9,10367.33,10378.83
8/10/10,2010,8,Tuesday,10696.63,10700.71,10551.62,10644.25
8/9/10,2010,8,Monday,10654.62,10719.94,10649.4,10698.75
8/6/10,2010,8,Friday,10668.55,10668.7,10515.37,10653.56
8/5/10,2010,8,Thursday,10679.67,10679.75,10612.85,10674.98
8/4/10,2010,8,Wednesday,10630.2,10702.99,10627.53,10680.43
8/3/10,2010,8,Tuesday,10673.92,10676.95,10600.96,10636.38
8/2/10,2010,8,Monday,10468.82,10692.2,10468.59,10674.38
7/30/10,2010,7,Friday,10465.19,10507.19,10347.5,10465.94
7/29/10,2010,7,Thursday,10498.94,10584.99,10387.39,10467.16
7/28/10,2010,7,Wednesday,10537.01,10548.52,10463.22,10497.88
7/27/10,2010,7,Tuesday,10525.28,10578.33,10494.86,10537.69
7/26/10,2010,7,Monday,10424.17,10526.79,10414.4,10525.43
7/23/10,2010,7,Friday,10321.16,10441.95,10287.48,10424.62
7/22/10,2010,7,Thursday,10121.81,10363.24,10121.81,10322.3
7/21/10,2010,7,Wednesday,10226.02,10265.54,10065.5,10120.53
7/20/10,2010,7,Tuesday,10151.48,10236.4,10007.76,10229.96
7/19/10,2010,7,Monday,10098.12,10187.28,10073.68,10154.43
7/16/10,2010,7,Friday,10356.2,10356.2,10079.58,10097.9
7/15/10,2010,7,Thursday,10367.1,10379.74,10240.48,10359.31
7/14/10,2010,7,Wednesday,10370.96,10400.1,10303,10366.72
7/13/10,2010,7,Tuesday,10217.55,10407.82,10217.55,10363.02
7/12/10,2010,7,Monday,10199.24,10220.28,10146.49,10216.27
7/9/10,2010,7,Friday,10137.93,10201.77,10118.41,10198.03
7/8/10,2010,7,Thursday,10019.26,10139.86,10019.26,10138.99
7/7/10,2010,7,Wednesday,9736.85,10026.6,9736.7,10018.28
7/6/10,2010,7,Tuesday,9689.21,9858.13,9659.01,9743.62
7/2/10,2010,7,Friday,9732.23,9770.87,9614.32,9686.48
7/1/10,2010,7,Thursday,9773.27,9795.48,9621.89,9732.53
6/30/10,2010,6,Wednesday,9868.34,9908.92,9753.84,9774.02
6/29/10,2010,6,Tuesday,10135.72,10135.8,9811.92,9870.3
6/28/10,2010,6,Monday,10143.05,10201.93,10101.41,10138.52
6/25/10,2010,6,Friday,10153.48,10202.91,10081.08,10143.81
6/24/10,2010,6,Thursday,10297.08,10298.06,10128.85,10152.8
6/23/10,2010,6,Wednesday,10293.3,10368.04,10227.24,10298.44
6/22/10,2010,6,Tuesday,10441.95,10493.57,10283.4,10293.52
6/21/10,2010,6,Monday,10452.46,10594.16,10395.55,10442.41
6/18/10,2010,6,Friday,10435,10483.44,10424.49,10450.64
6/17/10,2010,6,Thursday,10409.98,10441.2,10319.22,10434.17
6/16/10,2010,6,Wednesday,10404.24,10429.03,10332.6,10409.46
6/15/10,2010,6,Tuesday,10192.4,10408.32,10192.4,10404.77
6/14/10,2010,6,Monday,10211.83,10328.67,10186.21,10190.89
6/11/10,2010,6,Friday,10166.78,10215.98,10082.71,10211.07
6/10/10,2010,6,Thursday,9901.67,10185.83,9901.67,10172.53
6/9/10,2010,6,Wednesday,9941.57,10065.14,9867.73,9899.25
6/8/10,2010,6,Tuesday,9812.94,9953.66,9757.55,9939.98
6/7/10,2010,6,Monday,9931.75,9982.38,9810.3,9816.49
6/4/10,2010,6,Friday,10249.61,10249.69,9889.88,9931.97
6/3/10,2010,6,Thursday,10250.67,10315.21,10175.02,10255.28
6/2/10,2010,6,Wednesday,10025.61,10254.22,10025.61,10249.54
6/1/10,2010,6,Tuesday,10133.94,10218.33,10013.9,10024.02
5/28/10,2010,5,Friday,10258,10258,10095.9,10136.63
5/27/10,2010,5,Thursday,9971.73,10264.2,9971.73,10258.99
5/26/10,2010,5,Wednesday,10045.11,10179.03,9952.68,9974.45
5/25/10,2010,5,Tuesday,10061.43,10061.66,9774.48,10043.75
5/24/10,2010,5,Monday,10193.46,10196.41,10052.67,10066.57
5/21/10,2010,5,Friday,10063.93,10198.53,9918.82,10193.39
5/20/10,2010,5,Thursday,10440.21,10440.21,10065.36,10068.01
5/19/10,2010,5,Wednesday,10505.7,10522.52,10324.66,10444.37
5/18/10,2010,5,Tuesday,10625.45,10718.86,10482.2,10510.95
5/17/10,2010,5,Monday,10616.98,10660.97,10436.06,10625.83
5/14/10,2010,5,Friday,10780.68,10780.75,10537.25,10620.16
5/13/10,2010,5,Thursday,10896.61,10920.27,10771.69,10782.95
5/12/10,2010,5,Wednesday,10742.15,10909.08,10742.15,10896.91
5/11/10,2010,5,Tuesday,10780,10874.54,10685.38,10748.26
5/10/10,2010,5,Monday,10386.18,10835.17,10386.03,10785.14
5/7/10,2010,5,Friday,10519.42,10579.12,10241.23,10380.43
5/6/10,2010,5,Thursday,10862.22,10879.76,9869.62,10520.32
5/5/10,2010,5,Wednesday,10918.4,10946.79,10814.84,10868.12
5/4/10,2010,5,Tuesday,11149.48,11149.48,10869.25,10926.77
5/3/10,2010,5,Monday,11009.6,11177.67,11009.6,11151.83
4/30/10,2010,4,Friday,11168.23,11197.93,10999.69,11008.61
4/29/10,2010,4,Thursday,11045.64,11197.32,11041.64,11167.32
4/28/10,2010,4,Wednesday,10988.87,11078.52,10965.38,11045.27
4/27/10,2010,4,Tuesday,11203.67,11218.86,10973.17,10991.99
4/26/10,2010,4,Monday,11205.11,11258.01,11187.65,11205.03
4/23/10,2010,4,Friday,11132.18,11205.64,11105.65,11204.28
4/22/10,2010,4,Thursday,11119.78,11149.86,11016.4,11134.29
4/21/10,2010,4,Wednesday,11116.91,11153.72,11071.34,11124.92
4/20/10,2010,4,Tuesday,11093.11,11146.08,11081.47,11117.06
4/19/10,2010,4,Monday,11018.36,11095.3,10977.85,11092.05
4/16/10,2010,4,Friday,11143.66,11153.79,10973.92,11018.66
4/15/10,2010,4,Thursday,11122.96,11154.55,11096.2,11144.57
4/14/10,2010,4,Wednesday,11020.7,11125.22,11020.63,11123.11
4/13/10,2010,4,Tuesday,11006.72,11038.92,10947.77,11019.42
4/12/10,2010,4,Monday,10996.75,11029.77,10992.21,11005.97
4/9/10,2010,4,Friday,10926.92,11000.98,10926.92,10997.35
4/8/10,2010,4,Thursday,10896.99,10949.36,10844.09,10927.07
4/7/10,2010,4,Wednesday,10961.95,10962.66,10845.45,10897.52
4/6/10,2010,4,Tuesday,10972.49,10987.38,10927.52,10969.99
4/5/10,2010,4,Monday,10927.45,10988.06,10923.97,10973.55
4/1/10,2010,4,Thursday,10857.31,10956.39,10857.31,10927.07
3/31/10,2010,3,Wednesday,10907.34,10907.42,10832.83,10856.63
3/30/10,2010,3,Tuesday,10895.02,10940.22,10866.83,10907.42
3/29/10,2010,3,Monday,10849.23,10916.64,10849.23,10895.86
3/26/10,2010,3,Friday,10841.29,10909.38,10816.43,10850.36
3/25/10,2010,3,Thursday,10837.51,10955.48,10834.19,10841.21
3/24/10,2010,3,Wednesday,10887.62,10887.84,10825.42,10836.15
3/23/10,2010,3,Tuesday,10787.18,10893.89,10784.76,10888.83
3/22/10,2010,3,Monday,10741,10809.85,10695.13,10785.89
3/19/10,2010,3,Friday,10780,10819.9,10694.22,10741.98
3/18/10,2010,3,Thursday,10733.44,10784,10728.15,10779.17
3/17/10,2010,3,Wednesday,10686.36,10767.98,10686.36,10733.67
3/16/10,2010,3,Tuesday,10642.53,10693.99,10621.9,10685.98
3/15/10,2010,3,Monday,10623.41,10644.19,10570.51,10642.15
3/12/10,2010,3,Friday,10611.77,10644.95,10594.84,10624.69
3/11/10,2010,3,Thursday,10560.98,10611.84,10507.17,10611.84
3/10/10,2010,3,Wednesday,10560.13,10601.79,10526.52,10567.33
3/9/10,2010,3,Tuesday,10552.24,10612.6,10533.93,10564.38
3/8/10,2010,3,Monday,10563.78,10587.74,10542.39,10552.52
3/5/10,2010,3,Friday,10445.13,10571.94,10445.05,10566.2
3/4/10,2010,3,Thursday,10396.53,10452.38,10390.86,10444.14
3/3/10,2010,3,Wednesday,10406.28,10469.54,10376.58,10396.76
3/2/10,2010,3,Tuesday,10404.16,10456.92,10389.43,10405.98
3/1/10,2010,3,Monday,10326.1,10413.99,10326.1,10403.79
2/26/10,2010,2,Friday,10321.41,10353.45,10272.29,10325.26
2/25/10,2010,2,Thursday,10366.6,10366.68,10185.83,10321.03
2/24/10,2010,2,Wednesday,10284,10393.51,10283.93,10374.16
2/23/10,2010,2,Tuesday,10383.16,10411.12,10267.83,10282.41
2/22/10,2010,2,Monday,10402.43,10433.64,10368.95,10383.38
2/19/10,2010,2,Friday,10387.77,10438.55,10339.17,10402.35
2/18/10,2010,2,Thursday,10309.39,10406.58,10294.51,10392.9
2/17/10,2010,2,Wednesday,10261.48,10320.13,10261.48,10309.24
2/16/10,2010,2,Tuesday,10100.81,10279.54,10100.81,10268.81
2/12/10,2010,2,Friday,10137.23,10137.39,9983.82,10099.14
2/11/10,2010,2,Thursday,10037.85,10161.57,9976.71,10144.19
2/10/10,2010,2,Wednesday,10055.46,10085.54,9962.96,10038.38
2/9/10,2010,2,Tuesday,9910.28,10139.43,9910.06,10058.64
2/8/10,2010,2,Monday,10005.43,10028.56,9904.09,9908.39
2/5/10,2010,2,Friday,10003.69,10031.96,9835.09,10012.23
2/4/10,2010,2,Thursday,10273.12,10273.12,9998.03,10002.18
2/3/10,2010,2,Wednesday,10291.73,10307.2,10231.93,10270.55
2/2/10,2010,2,Tuesday,10186.13,10314.84,10173.59,10296.85
2/1/10,2010,2,Monday,10068.99,10190.89,10068.91,10185.53
1/29/10,2010,1,Friday,10122.04,10239.34,10043.75,10067.33
1/28/10,2010,1,Thursday,10236.92,10258.83,10055.08,10120.46
1/27/10,2010,1,Wednesday,10194.29,10255.06,10104.36,10236.16
1/26/10,2010,1,Tuesday,10195.35,10285.13,10155.6,10194.29
1/25/10,2010,1,Monday,10175.1,10256.87,10171.77,10196.86
1/22/10,2010,1,Friday,10389.58,10389.58,10157.64,10172.98
1/21/10,2010,1,Thursday,10603.91,10614.94,10374.69,10389.88
1/20/10,2010,1,Wednesday,10719.69,10719.92,10517.3,10603.15
1/19/10,2010,1,Tuesday,10608.37,10729.89,10591.97,10725.43
1/15/10,2010,1,Friday,10706.99,10709.94,10561.06,10609.65
1/14/10,2010,1,Thursday,10680.16,10723.77,10666.86,10710.55
1/13/10,2010,1,Wednesday,10628.09,10709.26,10614.49,10680.77
1/12/10,2010,1,Tuesday,10662.86,10663.08,10568.84,10627.26
1/11/10,2010,1,Monday,10620.31,10676.23,10591.59,10663.99
1/8/10,2010,1,Friday,10606.4,10619.4,10554.33,10618.19
1/7/10,2010,1,Thursday,10571.11,10612.37,10505.21,10606.86
1/6/10,2010,1,Wednesday,10564.72,10594.99,10546.55,10573.68
1/5/10,2010,1,Tuesday,10584.56,10584.56,10522.52,10572.02
1/4/10,2010,1,Monday,10430.69,10604.97,10430.69,10583.96
12/31/09,2009,12,Thursday,10548.51,10555.01,10423.13,10428.05
12/30/09,2009,12,Wednesday,10544.36,10550.7,10505.66,10548.51
12/29/09,2009,12,Tuesday,10547.83,10580.33,10544.28,10545.41
12/28/09,2009,12,Monday,10517.91,10551.61,10506.34,10547.08
12/24/09,2009,12,Thursday,10467.12,10522.06,10461.68,10520.1
12/23/09,2009,12,Wednesday,10464.32,10492.06,10437.8,10466.44
12/22/09,2009,12,Tuesday,10414.67,10479.82,10414.59,10464.93
12/21/09,2009,12,Monday,10330.1,10458.05,10329.8,10414.14
12/18/09,2009,12,Friday,10309.39,10372.35,10263.9,10328.89
12/17/09,2009,12,Thursday,10439.99,10440.06,10307.96,10308.26
12/16/09,2009,12,Wednesday,10449.81,10509.97,10427.59,10441.12
12/15/09,2009,12,Tuesday,10499.31,10499.31,10426.69,10452
12/14/09,2009,12,Monday,10471.28,10514.66,10471.28,10501.05
12/11/09,2009,12,Friday,10403.41,10484.05,10400.08,10471.5
12/10/09,2009,12,Thursday,10336,10444.6,10335.77,10405.83
12/9/09,2009,12,Wednesday,10282.85,10342.27,10235.63,10337.05
12/8/09,2009,12,Tuesday,10385.42,10385.65,10249.84,10285.97
12/7/09,2009,12,Monday,10386.86,10443.16,10360.18,10390.11
12/4/09,2009,12,Friday,10368.57,10516.7,10311.81,10388.9
12/3/09,2009,12,Thursday,10455.63,10507.63,10350.05,10366.15
12/2/09,2009,12,Wednesday,10470.44,10513.52,10421.47,10452.68
12/1/09,2009,12,Tuesday,10343.82,10501.28,10343.44,10471.58
11/30/09,2009,11,Monday,10309.77,10364.34,10263.29,10344.84
11/27/09,2009,11,Friday,10452.23,10452.23,10231.25,10309.92
11/25/09,2009,11,Wednesday,10432.96,10481.48,10420.94,10464.4
